review_id,event_id,reviewer,verdict,notes,review_version,reviewed_at,detector_correct,liquidity_level_clear,sweep_clear,confirmation_clear,reviewer_score,reviewer_comment
R1-SWP-003314,SWP-003314,agent_5,ambiguous,primary_outcome=tp; exit=target; wick_ratio=0.4338440111420408; penetration_atr=0.4730362638832392; reclaim_atr=0.3493911414425664; level_id=rolling_high; bars_held=3; net_result_r=2.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,60,between clean and marginal thresholds; human review required
R1-SWP-003348,SWP-003348,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.5143338954469251; penetration_atr=0.47701221816347916; reclaim_atr=0.06083889658651616; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,64,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003374,SWP-003374,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5303697183098612; penetration_atr=0.15527791942884323; reclaim_atr=0.7844212136664929; level_id=rolling_low; bars_held=16; net_result_r=0.6211035295272643; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,39,textbook sweep: clean directional wick with clear penetration
R1-SWP-003379,SWP-003379,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.5896921017402887; penetration_atr=0.4882521781096652; reclaim_atr=1.5621936041047644; level_id=rolling_low; bars_held=16; net_result_r=0.4013422961485251; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,69,textbook sweep: clean directional wick with clear penetration
R1-SWP-003407,SWP-003407,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.36594724220623387; penetration_atr=0.17804406648632368; reclaim_atr=0.40533436412831964; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,33,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-003421,SWP-003421,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.8296109510086298; penetration_atr=0.3893048128342301; reclaim_atr=1.3347593582887334; level_id=rolling_low; bars_held=11; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,73,textbook sweep: clean directional wick with clear penetration
R1-SWP-003439,SWP-003439,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.49661121380158396; penetration_atr=0.3101793188188518; reclaim_atr=0.12310409707022835; level_id=rolling_high; bars_held=1; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,50,between clean and marginal thresholds; human review required
R1-SWP-003449,SWP-003449,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.645440251572317; penetration_atr=0.2074462394350769; reclaim_atr=0.4074034449556378; level_id=rolling_high; bars_held=2; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,49,textbook sweep: clean directional wick with clear penetration
R1-SWP-003461,SWP-003461,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.36533957845432136; penetration_atr=0.11457286432154938; reclaim_atr=0.298492462311583; level_id=rolling_high; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,27,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003479,SWP-003479,agent_5,correct,primary_outcome=time; exit=time; wick_ratio=0.6872822299651322; penetration_atr=0.2406211830395294; reclaim_atr=0.7230849764439112; level_id=rolling_high; bars_held=16; net_result_r=1.0724889683569268; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,54,textbook sweep: clean directional wick with clear penetration
R1-SWP-003529,SWP-003529,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.6053042121684465; penetration_atr=0.10795618333810754; reclaim_atr=0.6749783799365352; level_id=rolling_high; bars_held=3; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,39,between clean and marginal thresholds; human review required
R1-SWP-003534,SWP-003534,agent_5,incorrect,primary_outcome=tp; exit=target; wick_ratio=0.35750543872373486; penetration_atr=0.2575866188769345; reclaim_atr=0.7735961768219808; level_id=rolling_high; bars_held=11; net_result_r=2.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,38,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-003621,SWP-003621,agent_5,incorrect,primary_outcome=sl; exit=stop; wick_ratio=0.422924901185802; penetration_atr=0.07723743359219244; reclaim_atr=0.25269036915948245; level_id=rolling_high; bars_held=6; net_result_r=-1.0; review=marginal pattern: tiny wick/penetration candidate for spread noise,1,2026-09-02T11:18:24+00:00,no,yes,no,n/a,27,marginal pattern: tiny wick/penetration candidate for spread noise
R1-SWP-003641,SWP-003641,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.5063985374771212; penetration_atr=0.3802060970373876; reclaim_atr=0.36066981537142; level_id=rolling_low; bars_held=4; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,56,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003645,SWP-003645,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.5846538782318508; penetration_atr=0.26302305721599584; reclaim_atr=0.6681848372711129; level_id=rolling_low; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,50,textbook sweep: clean directional wick with clear penetration
R1-SWP-003648,SWP-003648,agent_5,correct,primary_outcome=tp; exit=target; wick_ratio=0.7418879056047274; penetration_atr=0.44631688672690467; reclaim_atr=0.16539263377347008; level_id=rolling_high; bars_held=5; net_result_r=2.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,73,textbook sweep: clean directional wick with clear penetration
R1-SWP-003656,SWP-003656,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.4357682619648267; penetration_atr=0.09645390070926221; reclaim_atr=0.24255319148936955; level_id=rolling_low; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,30,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003665,SWP-003665,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.5158562367864944; penetration_atr=0.3414634146342394; reclaim_atr=0.7359125315391128; level_id=rolling_high; bars_held=2; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,53,textbook sweep: clean directional wick with clear penetration
R1-SWP-003714,SWP-003714,agent_5,correct,primary_outcome=sl; exit=stop; wick_ratio=0.9529147982062702; penetration_atr=0.3413027108433349; reclaim_atr=0.21875000000004213; level_id=rolling_low; bars_held=1; net_result_r=-1.0; review=textbook sweep: clean directional wick with clear penetration,1,2026-09-02T11:18:24+00:00,yes,yes,yes,n/a,75,textbook sweep: clean directional wick with clear penetration
R1-SWP-003733,SWP-003733,agent_5,ambiguous,primary_outcome=sl; exit=stop; wick_ratio=0.42674253200570533; penetration_atr=0.2987531969309547; reclaim_atr=0.04923273657284529; level_id=rolling_high; bars_held=4; net_result_r=-1.0; review=between clean and marginal thresholds; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,45,between clean and marginal thresholds; human review required
R1-SWP-003747,SWP-003747,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.35032362459547267; penetration_atr=0.421242513889898; reclaim_atr=0.01616278230751108; level_id=rolling_low; bars_held=2; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,51,TP and SL inside the same candle: intrabar order unknown; human review required
R1-SWP-003754,SWP-003754,agent_5,ambiguous,primary_outcome=ambiguous; exit=ambiguous; wick_ratio=0.6398713826366882; penetration_atr=0.25863633936676145; reclaim_atr=0.18762347162156673; level_id=rolling_high; bars_held=1; net_result_r=nan; review=TP and SL inside the same candle: intrabar order unknown; human review required,1,2026-09-02T11:18:24+00:00,maybe,yes,maybe,n/a,53,TP and SL inside the same candle: intrabar order unknown; human review required
